ad_type,start_date,end_date,created_on,lon,lat,l2,l3,rooms,bedrooms,bathrooms,surface_total,surface_covered,currency,title,description,property_type,operation_type,price
Propiedad,2020-03-19,2020-12-31,2020-03-19,-58.3612753,-34.6110043,Capital Federal,Puerto Madero,3.0,2.0,2.0,130.0,80.0,USD,3 AMBIENTES EN VENTA TORRE ALVEAR PUERTO MADERO,"EXCLUSIVO DEPARTAMENTO EN VENTA DE TRES AMBIENTES EN PUERTO MADERO, ALVEAR TOWER.  ACTUALMENTE ES LA TORRE RESIDENCIAL MÁS ALTA DE ARGENTINA.<br>DISPONE DE LIVING COMEDOR, DOS DORMITORIOS EN SUITE,  COCINA, LAVADERO, TOILETTE DE RECEPCIÓN, BALCÓN.<br>POSEE DOS COCHERAS Y UNA BAULERA.<br><br>• RECEPCIÓN Y CONSERJERÍA <br>• ROOM SERVICE <br>• SPA DE MASCOTAS <br>• CAR WASH <br>• KIDS PLAYROOM <br>• TEEN PLAYROOM CON JUEGOS DE VIDEO <br>• LOBBY BAR <br>• PLAZA DE JUEGOS AL AIRE LIBRE <br>• SALA PARA ENSAYOS MUSICALES <br>• TALLER DE HOBBIES <br>• SERVICIO DE MANTENIMIENTO EN AREAS COMUNES <br>• COCHERAS DE CORTESÍA <br><br>(las medidas expresadas en m2 son ilustrativas y no son definitivas, se corroborarán con la escritura o el boleto original)",Departamento,Venta,1400000.0
Propiedad,2020-03-19,2020-12-31,2020-03-19,-58.3612182,-34.6214013,Capital Federal,Puerto Madero,3.0,2.0,2.0,120.0,116.0,USD,Puerto Madero - Acepta Permuta,"Espectacular departamento con dos suites. En lá suite principal jacuzzi doble. Detalles de categoria. 120 mts totales. El prropietario Permuta por 1 o mas propiedades hasta 60 mts.<br><br><br>""Se deja constancia que las medidas, superficies, y m2 consignados son aproximados, sujetos a verificación por el interesado en adquirir.  El precio del Inmueble puede ser modificado sin previo aviso. Fotos de carácter no contractual.  La Publicación de los inmuebles son solo a título informativo. <br><br>La venta de inmuebles está supeditada a que su propietario cumplimente el trámite ante la AFIP para la obtención del n° de COTI correspondiente, para dar cumplimiento a la resolución general nro. 2371 de AFIP.  Los datos exactos constan en los correspondientes documentos legales, los cuales se encuentran disponibles. Todas las propiedades son aptas para discapacitados, salvo que se aclare especialmente lo contrario.<br><br>Para los casos de alquiler de vivienda, el monto máximo de comisión que se le puede requerir a los propietarios será el equivalente al cuatro con quince centésimos por ciento (4,15%) del valor total del respectivo contrato.  Se encuentra prohibido cobrar comisiones inmobiliarias y gastos de gestoría de informes a los inquilinos, en el caso de ser personas físicas.<br><br>Conforme a la Ley 2340 de CABA se hace saber debida inscripción CUCICBA 7270.""",Departamento,Venta,597000.0
Propiedad,2020-03-19,2020-04-03,2020-03-19,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,3.0,2.0,4.0,192.0,192.0,USD,RETASADO! Renoir II 3 amb (2 suites dependencia)  a estrenar Opcion 1 o 2 cocheras,"Torre Renoir II Unidad SOL ! 3 amb  (2 master suites con vestidor) más dependencia. Con terminaciones! cocina integrada al Living Amplia cocina Doble circulación Toillete y Placard de recepción.Living con vista franca al rio 2 Master suite muy amplias con vestidor cada una. muy buenos tamaños.Dependencia de serviciola unidad se puede vender con 1 o 2 cocheras no incluidas en el precio cada una U$S 50.000. Cocheras opcionales 2 U$S50.000 cada una.Torre full amenitiesUnidad SOL Seguridad 24hsEstacionamiento de cortesíaSUM con estacionamiento de cortesía.Kids SUMPileta descubierta en planta baja, 2da pileta en un puente que une ambas torres.Pileta cubiertaSaunaGymCancha de TenisSolariumSala de masajesMicrocineSky room",Departamento,Venta,1035000.0
Propiedad,2020-03-19,2020-04-03,2020-03-19,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,3.0,2.0,4.0,189.0,189.0,USD,Renoir II 3 amb (2 suites  dependencia)  a estrenar Opcion 1 o 2 cocheras,"Torre Renoir II3 amb más dependencia.Sin terminacionesAmplia cocina Doble circulacionToillete y Placard de recepción.Living con vista franca al rio2 dormitorios en suite muy buenos tamaños.Master suite muy amplia con vestidorDependencia de servicioCocheras opcionales 2 U$S50.000 cada una.Torre full amenitiesUnidad SOL Seguridad 24hsEstacionamiento de cortesíaSUM con estacionamiento de cortesía.Kids SUMPileta descubierta en planta baja, 2da pileta en un puente que une ambas torres.Pileta cubiertaSaunaGymCancha de TenisSolariumSala de masajesMicrocineSky room",Departamento,Venta,1035000.0
Propiedad,2019-10-31,2020-12-31,2019-10-31,-58.3651522,-34.6203484,Capital Federal,Puerto Madero,2.0,1.0,2.0,118.0,74.0,USD,Departamento - Puerto Madero,"DUPLEX DE DOS AMBIENTES CON TERRAZA EN TORRE EN PUERTO MADERO<br>Departamento de dos ambientes con terraza y  vista abierta al río, muy luminoso. Posee un dormitorio, cocina independiente con conexión para lavarropas y dos baños completos. El edificio cuenta con pileta, gimnasio, sauna y seguridad 24hs. <br>ABL $900<br><br>Conozca el valor real de su propiedad. Tasaciones profesionales sin cargo en 24 Hs. Especialistas en operaciones simultáneas.<br>Las medidas (tanto totales como parciales), superficies, m2 y proporciones indicadas en el presente son aproximadas y sujetas a verificación, variación y/o ajuste. El precio de la presente operación y/o de las expensas aquí indicadas están sujetos a modificación sin previo aviso.",Departamento,Venta,386000.0
Propiedad,2019-10-31,2020-07-28,2019-10-31,-58.3627542,-34.615607,Capital Federal,Puerto Madero,2.0,1.0,1.0,67.0,62.0,USD,ESPECTACULAR 2 AMBIENTES en Complejo Lumiere de Puerto Madero!,"ESPECTACULAR 2 AMBIENTES, en complejo de categoría en Puerto Madero!!!  A la altura del dique 2, rodeado de hermosos restaurantes, y otros edificios de categorías, yace Complejos Lumiere, uno de los más nuevos de la zona. <br>Con 67m2 totales, esta unidad tiene una distribución amplia y cómoda para quienes lo habiten. El amplio balcón le otorga luminosidad y ventilación a todos los ambientes. <br><br>La unidad consta de:<br><br>-Cocina totalmente completa, a estrenar, con terminaciones de categoría. <br>-Amplio living-comedor muy luminoso.<br>-Toilette de recepción. <br>-Amplio espacio de guardado en pasillo.<br>-Espacio independiente para lavarropas y utensilios de limpieza<br>-Habitación con amplios placares espejados y vista al balcón, muy luminosa.<br>-Baño completo en suite con bañera.<br>-Orientación frente con balcón.<br>-1 cochera subterránea<br>-La unidad es:<br>*Apto mascotas<br>*Apto profesional<br>*Las expensas incluyen Aysa y Abl<br><br>El complejo cuenta, al mismo tiempo, con numerosos cómodos y accesibles amenities, tales como: Pileta climatizada, gimnasio totalmente equipado, vestuarios, sala de negocios, salón de usos múltiples, laundry, <br><br>No te lo pierdas la oportunidad de vivir súper cómodo en un complejo de categoría en Puerto Madero! Contáctanos!<br><br>#SomosColdwellBanker<br><br><br>© 2019 Coldwell Banker Real Estate LLC. Todos los derechos reservados. Cada Oficina es de Propiedad y Operación Independiente. Coldwell Banker y el logo de Coldwell Banker están registrados y son marcas de servicio de propiedad de Coldwell Banker Real Estate LLC. --- La intermediación y conclusión de las operaciónes se llevan a cabo por el corredor matriculado: Juan Pablo Pignataro, CUIT nro. 20-29076771-8, Tomo 1 – folio 208 CPI 5587 adherido al Sistema Coldwell Banker Alas. Dr.Emilio Ravignani 2206, Palermo – CABA.<br><br>Esta propiedad ES accesible para personas con movilidad reducida.<br>",Departamento,Venta,335000.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3625474,-34.6121094,Capital Federal,Puerto Madero,2.0,1.0,2.0,82.0,78.0,USD,Le Parc 2 amb a la venta!,"LE PARC PUERTO MADERO TORRE RIO.2 AMBIENTES.Excelente departamento Pallier privado. Hall de recepción. Toilette , living y comedor, escritorio. Balcón con deck de madera de lapacho.Dormitorio principal con vestidor y baño completo con hidromasaje.  Cocina muy amplia con desayunador. Lavadero, entrada de servicio. Equipos de aire acondicionado, calefacción central por piso radiante. Anafe a gas, horno eléctrico. Aberturas alemanas doble vidrio, termo acústicas , oscilobatientes. Cochera no incluida en el precio u$s40.000Departamento · 80m2 ·Le Parc Puerto Madero es un complejo localizado en el dique 3, con frentes al Boulevard Azucena Villaflor y Aimé Painé, rodeado de naturaleza con vista al río, a minutos del centro de la ciudad de Buenos Aires, y a pasos de los restaurantes, centros de entretenimiento y recreación de la zona. El complejo cuenta con sistema de seguridad de ultima generación y control de accesos las 24 hs., 3 piscinas climatizadas para adultos y para niños rodeadas de amplios jardines parquizados, solarium con espejo de agua y barra-bar, juegos al aire libre y sala de juegos para niños, Fitness center: Gimnasio- Spa- Sauna-Salón exclusivo para deportes, salón de usos múltiples con vistas al jardín del complejo y terrazas propias, un lujoso hall de entrada con doble altura, lavandería, lavadero de autos, estacionamiento de cortesía para visitas, cocheras fijas y bauleras, entre otras comodidades.",Departamento,Venta,460007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3615,-34.611306,Capital Federal,Puerto Madero,2.0,1.0,2.0,65.0,61.0,USD,Excelente 2 amb Zencity! Tore Rubi,Departamento de 2 amb de 65m2Dormitorio en suite más toilete de recepciónCocina semi integrada.Baulera2DA COCHERA NO INCLUIDA EN EL PRECIO u$s40.000,Departamento,Venta,399007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,70.0,63.0,USD,Zencity 2 amb venta Espectacular Vista!,El precio de la cochera y baulera no ncuida en el precio U$S40.000Excelente departamento de 2 amb Dormitorio en suiteToilette de rececpcion cocina semi integradaLavaderoBalcon corrido Vista abierta muy lindo!Cochcera y bauleraSe vende con renta!,Departamento,Venta,360007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,70.0,63.0,USD,Zencity 2 amb venta Espectacular Vista!,Excelente departamento de 2 amb Dormitorio en suiteToilette de rececpcion cocina semi integradaLavaderoBalcon corrido Vista abierta muy lindo!Cochcera y bauleraSe vende con renta!,Departamento,Venta,390007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.4695397,-34.5907361,Capital Federal,Puerto Madero,1.0,1.0,1.0,48.0,48.0,USD,Mono ambiente a Estrenar Art Maria!!!,"Piso medio a la venta. Con excelente Vista al rio, al dique y ala Ciudad .  Incluye terminaciones Equipos A.A BRB y Pisos colocados de madera.El precio de la cochera no está incluido U$S35.000Divino para mudarse YA! cochera muy comoda. Torre Full Amenities. Es el 2 amb con Toillete mas alto ala venta y la tipologia mas grande. (consultar por diferentes tipologias)El depto esta para Hacer la primera escritura Ya! SUM, PISCINA CLIMATIZADA, SPA, SOLARIUM TERRAZA, GYM, ETC.- SEG 24 HS. GRAN HALL.",Departamento,Venta,290007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,67.0,62.0,USD,ZENCITI ALTISIMO 2 AMB CON TOILETE RECICLADO A NUEVO! Opcion  2DA cochera y baulera U$S 40.000,eL PRECIO DE LA COCHERA NO ESTA INCUIDA EN EL PRECIO U$S 40.000ESPECTACULAR DEPARTAMENTO DE 2 AMB EN ZENCITYEXCELENTE LUZ Y VISTA AL RIODormitorio en suiteCOCINA SEMI INTEGRADALAVADEROPISOS DE PORCELANATO  EN LIVING Y ALFOMBRA EN SUITE PRINCIPAL.  BALCÓN VISTA AL DIQUE RIO Y VERDEToilette de recepciónCochera fija Y BAULERA OPCIONALES ,Departamento,Venta,400007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3635171,-34.6097333,Capital Federal,Puerto Madero,2.0,1.0,2.0,78.0,70.0,USD,2 AMBIENTES - NUEVO - PUERTO MADERO ,"Amplio 2 ambientes a estrenar. Se entrega amueblado, muy silencioso, amplios ambientes y gran balcón al jardín y piletas. Living-comedor, toilette, amplio dormitorio en suite con vestidor. Cochera en venta opcional disponible en el edificio. ",Departamento,Venta,395000.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3615,-34.611306,Capital Federal,Puerto Madero,2.0,1.0,2.0,65.0,61.0,USD,Excelente 2 amb Zencity! Tore Rubi (OPCION COCHERA U$S 40.000 C/U),Departamento de 2 amb de 65m2Dormitorio en suite más toilete de recepciónCocina semi integrada.Baulera2DA COCHERA NO INCLUIDA EN EL PRECIO u$s40.000,Departamento,Venta,350007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,66.0,62.0,USD,Zencity 2 amb!,"La mejor Torre de Puerto Madero, con los amenities más completos.2 amb, vista al dique y al Rio.Dormitorio en suite, toiette de recepción y cocina semi integrada.Cochera.Se vende amueblado",Departamento,Venta,350007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,70.0,63.0,USD,Torre RUBI 2 ambientes con Toillete cochera y baulera Buena vista al dique,"NO DUDE EN OFERTAR! EXCELENTE MOMENTO PARA COMPRAR EN PUERTO MADERO Excelente 2 amb con Toilete en Zencity Puerto Madero ( Full Amenities)Dormitorio en Suite, Toillete de recepcion Vestidor y espacio para lavar ropas) Cochera Opcional no incluida en el precio desde U$S 45.000,  Consultar por Distintos metrajes.  En su dique 1, y delimitado por el Boulevard Juana Manso y la Avenida Rosario Vera Peñaloza, se desarrolla este proyecto que abarca 8 manzanas, 5 de ellas en la línea del agua. En Zencity, el equilibrio está en todas sus áreas, residenciales y comerciales. Hay armonía en todos sus espacios, privados y comunes. Una gran plaza con abundante y diversa vegetación y cascadas se constituye en el núcleo de estos 4 edificios de departamentos. 4 edificios convergen en una gran plaza central de 8500 m2, con jardines con todo tipo de vegetación, cascadas, piscinas climatizadas, hidromasajes, y espacios para niños. Las unidades tienen desde 35 a 350 m2, y tendrá 2 subsuelos de estacionamiento. Ámbar: este edificio tendrá 25 pisos, con 3 modelos de unidades. Una de 70 m2 con dormitorio, vista al río y plaza.(EL PRECIO NO INCLUYE COCHERA DESDE  U$S 40.000 C/U) En Zencity, el equilibrio está en todas sus áreas, residenciales y comerciales. Hay armonía en todos sus espacios, privados y comunes. Una gran plaza con abundante y diversa vegetación y cascadas se constituye en el núcleo de estos 4 edificios de departamentos. 4 edificios convergen en una gran plaza central de 8500 m2, con jardines con todo tipo de vegetación, cascadas, piscinas climatizadas, hidromasajes, y espacios para niños. Las unidades tienen desde 35 a 350 m2, y tendrá 2 subsuelos de estacionamiento. ZENCITY LA TORRE  cuenta con una gran variedad de AMENITIES dentro de los cuales se encuentran: PLAZA CENTRAL de uso privado de 8.500m2, PILETA EXTERNA CLIMATIZADA, HIDROMASAJE, MICROCINE, SUM, PARKING DE CORTESIA, VESTUARIOS, LAUNDRY, SEG, LAS 24 HS, BUSINESS CENTER, PLAZA CENTRAL DE USO PRIVADO, JUEGOS PARA NIÑOS, SOLARIUM, HEALTH CLUB, GYM, SPA, SAUNA, BAR CHILL OUT, PUTTING GREEN.",Departamento,Venta,360007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3655503,-34.6180007,Capital Federal,Puerto Madero,2.0,1.0,2.0,69.0,66.0,USD,Zencity Venta 2 amb impecable PISO ALTO!,"Excelente unidad de 66,5m2Piso AltoDormitorio en suite con vestidor.Cocina semi integrada con lavaderoToilette de recepción.Amplio balcón.Vista a ciudadCochera FijaZENCITY, es un complejo situado en Dique 1 de Puerto Madero. El edificio cuenta con una gran variedad de amenities dentro de los cuales se encuentran: plaza central de uso privado de 8.500m2, solarium, spa, sauna, hidromasaje, bar, juegos para niños, microcine, salones de usos múltiples, vestuarios, laundry , piscina climatizada, piscina de natación, Gimnasio, seguridad 24hs., business center. ",Departamento,Venta,430007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3608683,-34.6178654,Capital Federal,Puerto Madero,2.0,1.0,2.0,70.0,63.0,USD,Zencity Excelente 2 amb vista al RIO!,"Excelente unidad de 70m2Dormitorio en suite con vestidor.Cocina semi integrada con lavaderoToilette de recepción.Amplio balcón.Vista a ciudad, Rio y diqueCochera Fija No incluida en el precio. Valor USD 45.000 ZENCITY, es un complejo situado en Dique 1 de Puerto Madero. El edificio cuenta con una gran variedad de amenities dentro de los cuales se encuentran: plaza central de uso privado de 8.500m2, solarium, spa, sauna, hidromasaje, bar, juegos para niños, microcine, salones de usos múltiples, vestuarios, laundry , piscina climatizada, piscina de natación, Gimnasio, seguridad 24hs., business center.",Departamento,Venta,400007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3606876,-34.6187377,Capital Federal,Puerto Madero,2.0,1.0,2.0,66.0,62.0,USD,Zencity Venta 2 amb impecable Nuevo Ingreso,"Excelente unidadDormitorio en suite con vestidor.Cocina semi integrada con lavaderoToilette de recepción.Amplio balcón.Vista a ciudad, Rio y Puerto MaderoCochera Fija no incluida en el precio -U$S50.000ZENCITY, es un complejo situado en Dique 1 de Puerto Madero. El edificio cuenta con una gran variedad de amenities dentro de los cuales se encuentran: plaza central de uso privado de 8.500m2, solarium, spa, sauna, hidromasaje, bar, juegos para niños, microcine, salones de usos múltiples, vestuarios, laundry , piscina climatizada, piscina de natación, Gimnasio, seguridad 24hs., business center.",Departamento,Venta,415007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,70.0,63.0,USD,Zencity 2 amb venta Espectacular Vista!,El precio de la cochera y baulera no incuida en el precio U$S 40.000Excelente departamento de 2 amb Dormitorio en suiteToilette de rececpcion cocina semi integradaLavaderoBalcon corrido Vista abierta muy lindo!Cochcera y bauleraSe vende con renta!,Departamento,Venta,360007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3618651,-34.6152895,Capital Federal,Puerto Madero,2.0,1.0,2.0,66.0,58.0,USD,Retasado Complejo Madero Plaza,"Departamento de 2 amb Dormitorio en suiteToilette de recepciónCocina integrada por ventana y barra.-Balcón al frenteCochera muy amplia excelente ubicación Baulera grandes dimensiones Cochera U$S 40.000 no incluida en el precio. Edificio con Amenities: Seguridad 24hs, Laundry, Pileta cubierta Climatizada, Gym, SUM, SPA, Sauna.-*Descripciones Arquitectónicas y funcionales, valores de diversos gastos y contribuciones (expensas, impuestos, servicios, etc.) fotos y medidas y superficies son aproximados, referenciales y de carácter no contractual. Los datos expresados en el aviso son informados por la parte vendedora y/o cotejado con la correspondiente documentación que puede/n no estar temporalmente actualizado/s al momento de su visualización pudiendo sufrir modificaciones, arrojar inexactitudes y/o discordancias con las que surgen de facturas, servicios, títulos y/o planimetría legal del inmueble, diversos cuadros tarifarios vigentes, etc. Venta condicionada al cumplimiento por parte del propietario de los requisitos de la resolución general N° 2371 de la AFIP (COTI).-  ",Departamento,Venta,305007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,70.0,63.0,USD,Zencity 2 amb venta Espectacular Vista! (OPCION COCHERA U$S 40.000 C/U),Excelente departamento de 2 amb Dormitorio en suiteToilette de rececpcion cocina semi integradaLavaderoBalcon corrido Vista abierta muy lindo!Cochcera y bauleraSe vende con renta!,Departamento,Venta,360007.0
Propiedad,2019-10-31,2019-10-31,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,2.0,1.0,2.0,70.0,63.0,USD,Zencity 2 amb venta Piso Altooo!! Espectacular Vista!,Excelente departamento de 2 amb Dormitorio en suiteToilette de rececpcion cocina semi integradaLavaderoBalcon corrido Vista abierta muy lindo!Cochcera y bauleraSe vende con renta!,Departamento,Venta,390000.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3615888,-34.6100394,Capital Federal,Puerto Madero,3.0,2.0,3.0,184.0,184.0,USD,Renoir II 3 amb (2 suites)  a estrenar Opcion 1 o 2 cocheras,"Torre Renoir II3 amb más dependencia.Sin terminacionesAmplia cocina Doble circulacionToillete y Placard de recepción.Living con vista franca al rio2 dormitorios en suite muy buenos tamaños.Master suite muy amplia con vestidorCocheras opcionales U$S50.000 cada una.Torre full amenitiesSeguridad 24hsEstacionamiento de cortesíaSUM con estacionamiento de cortesía.Kids SUMPileta descubierta en planta baja, 2da pileta en un puente que une ambas torres.Pileta cubiertaSaunaGymCancha de TenisSolariumSala de masajesMicrocineSky room",Departamento,Venta,1150007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3608683,-34.6178654,Capital Federal,Puerto Madero,3.0,2.0,3.0,129.0,125.0,USD,Nuevo ingreso Zencity 3 amb vista Abierta UNICO POR SU ESTADO,"Excelente unidad de 3 amb en el Complejo Zencity Cochera No incluida en el precio U$S 50.000 Máster suite con vestidor2do Dormitorio en suiteToilette de recepciónCocina semi integrada, lavaderoBalcón terrazaMuy luminosoCochera fija ZENCITY :El edificio cuenta con una gran variedad de AMENITIES dentro de los cuales se encuentran: PLAZA CENTRAL de uso privado de 8.500m2, PILETA EXTERNA CLIMATIZADA, HIDROMASAJE, MICROCINE, SUM, PARKING DE CORTESIA, VESTUARIOS, LAUNDRY, SEG, LAS 24 HS, BUSINESS CENTER, PLAZA CENTRAL DE USO PRIVADO, JUEGOS PARA NIÑOS, SOLARIUM, HEALTH CLUB, GYM, SPA, SAUNA, BAR CHILL OUT, PUTTING GREEN. ",Departamento,Venta,660007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3628326,-34.609396,Capital Federal,Puerto Madero,3.0,2.0,3.0,150.0,150.0,USD,"Torre Renoir 1..Piso Alto, la mejor vista de Puerto Madero!","UNO DE LOS MEJORES EDIFICIOS DE PUERTO MADERORENOIR I - Antigüedad: 4 años - Orientación: Noreste - Superficie Total: 144 m2 - Se ingresa por la puerta pincipal de doble y codificada hoja al livng con una vista imponente.Un placard muy grande de rececepción y toilette.Dos dormitorios en suite 1 cochera y 1 baulera Palier privado a 2 ascensores Medidas:Master suite con hidro y box de ducha y vestidor 4,5 x 42do. Dormitorio 3,8 x 3,6  Hall 2,3 x 1,8 - Living / comedor 10,7 x 6 semicircular - Cocina 5 x 3 - Lavadero grande - Baño de servicio - Doble circulación - Puerta de servicio codificada a 2 ascensores (uno grande para mudanzas)Nro. de pisos: 40 - Deptos por piso: 3 - Tipo de piso: entablonado de madera - Calefacción: piso radiante - Aire Acond. Frío/Calor: por equipo central del piso - Agua caliente: central - Grupo electrógeno - 4 Ascensores para el depto. - Seguridad 24 hs - AMENITIES: 2 piletas (cubierta y descubierta), 2 gyms, zona de spa con saunas, duchas escocesas, jacuzzis, gran Salon de Fiestas. - Plantas equipadas con cierre electrónico de puertas y carpinterías de vidrios dobles.Se vende con o sin muebles.",Departamento,Venta,785007.0
Propiedad,2019-10-31,2019-10-31,2019-10-31,-58.3619215984,-34.6061182397,Capital Federal,Puerto Madero,3.0,2.0,3.0,159.0,159.0,USD,VENTA CON RENTA 3 amb RIO RENOIR I Oportunidad Piso Bajo Opcion Cochera U$S 50.000,"Palier privado con acceso a dos ascensores principales.Hall de distribución, a espectacular living comedor, con grandes ventanales hacia el río; reserva y ciudad. Toilette y placard de recepción.  2 dormitorios en suite,  el principal con gran vestidor y en el baño: Doble bacha, jacuzzi y tanto sanitarios como la ducha están compartimentados.Cocina amplia con comedor diario todo muy luminoso con vistas inmejorables. Lavadero independiente y baño servicio. Entrada de servicio con acceso a escalera y dos ascensores. Aire acondicionado frío/calor central, individualizado por cada ambiente del departamento. El precio de las cocheras no está incluido en el precio 2 disponibles U$S50.000 cada una.CONSULTE POR UNIDADES SIMILARES DISPONIBLES A LA VENTA Y EN ALQUILER Amenities: Cuenta con variados servicios, entre ellos piletas de natación climatizadas in/out door, gym, cancha de tenis; SPA y sectores de tratamiento individuales por sexo, sauna, baño turco, baño finlandés, ducha escocesa, hidromasaje, steam box, boxes de masajes. Además posee SUM con sector de juegos para niños, cocina y toilettes, laundry, lavadero de mascotas y sala de choferes.- ",Departamento,Venta,785000.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3625474,-34.6121094,Capital Federal,Puerto Madero,3.0,2.0,3.0,168.0,168.0,USD,Torre Mullieris 3 amb con la mejor vista,"Excelente unidad en Torre Mullieris de 3 amb más dependencia.Modificado a 3 amb Palier privado con acceso a dos ascensores principales. Hall de distribución, a espectacular living comedor con vista panorámica a la ciudad y al diqueToilette de recepción2 Suites con exclentes vestidores Cocina con isla Lavadero independiente con mesada y bacha.Entrada de servicio con acceso a escalera y dos ascensores. Aire acondicionado frío/calor central, individualizado por cada ambiente del departamento y losa radiante. Baulera2 cocheras fijas no incluidas en el precios U$S50.000 cada una.Amenities: Piscina Climatizada In/Out sobre amplio deck. Salón de Fiestas con capacidad para 200 personas y vista a la piscina y el parque.Gimnasio.Salada de danzaSauna. Sala de Relax. Sala de masajes. Vestuario. Seguridad 24hs., en accesos y áreas comunes. Vestuario de personal doméstico en subsuelo, con lockers individuales y baños. Sala de chóferes en entrepiso. Lavadero de autos ",Departamento,Venta,1100007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.3625474,-34.6121094,Capital Federal,Puerto Madero,3.0,2.0,3.0,177.0,172.0,USD,Torre Mullieris La unidad mas buscada CIUDAD 2 cocheras,"La mejor Ubicación y Orientación en todo el complejo. La unidad más buscada por su orientación!!!Esta unidad se le hizo una modificación en la parte de la dependencia de servicio, se la integro a la cocina dándole un mayor espacio de  distribución, creando  un office con Isla y barra desayunadora. Se le cambiaron los pisos en toda la unidad.Se conservó el Lavadero independiente, y se dejó el baño de la Dependencia por si a futuro alguien necesita usarla se levanta la pared muy simple. Martes Suite con Doble Vestidor de excelente tamaño. 2da Suite con vestidor de generosas dimensiones.TOILETTE DE RECEPCIONPalier privado con  2 ascensores de alta velocidad Hall de entrada y toilette de recepción. Living y comedor semicircular con increíbles vistas al río y a la ciudad. 2 Dormitorios en suiteMaster suite con vestidor doble y baño con jacuzziSegunda suite, con vestidor. Cocina con salida a balcón.Lavadero independiente. Dependencia de servicio (OPCIONAL)Pisos de madera en living y comedor y dormitorios.Calefacción central, aire frío calor regulable por termostatos individuales Baulera.2 cocheras fijas no incluidas en el precio U$S50.000 cada unaAmenities:Piscina climatizada cubierta y descubierta.Lavadero de autos. Laundry. SUMGYMSauna, sala de relax, vestuarios.Seguridad 24 hs con CCTV. Business center.Salón de juegos para niños y adolescentes.",Departamento,Venta,1100007.0
Propiedad,2019-10-31,2019-12-23,2019-10-31,-58.363626133905434,-34.61310268652179,Capital Federal,Puerto Madero,3.0,2.0,3.0,130.0,126.0,USD,Zencity 130m2 (2  Master Suites) 3 amb! Tore Onix el más grande y la mejor tipología TODOS ESQUINERO ONIX EL MEJOR,"Exclusivo departamento piso ALTO, exclemte vista. (EL PRECIO no incluye cochera fija y baulera U$S 50.000 c/u)Pisos de Madera2 dormitorios en suite (Posibilidad de dividir master suite y hacer escritorio o 3er dormitorio).-Toillete de recepciónAmplio balcón.Cocina semi integrada con barraSe puede modificar y hacer un 3er dormiotio como muchos en la Torre.Las fotos son de caráter ilustrativo.Cualquier duda contáctese Ivanna 1550084233- Quicksale Propiedades48-280054Torre Full Amenities, la más buscada.",Departamento,Venta,710007.0
